20,60,10,1,3,2,0,4,16,70,5,5,2,1,0,1,41,45,6,5,1,1,0,1,560,0,0
2,68,11,3,3,3,3,7,4,65,14,9,3,3,1,1,20,60,12,2,3,2,0,1,570,0,0
0,34,41,12,2,4,2,5,0,37,38,10,4,4,7,0,2,55,31,8,2,1,1,0,580,0,0
0,0,6,12,6,4,6,66,0,2,8,13,4,9,13,51,0,8,15,11,9,6,9,42,590,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,99,0,0,0,0,1,0,1,98,600,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,610,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,620,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,630,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,640,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,650,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,660,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,670,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,680,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,690,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,700,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,710,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,720,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,730,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,740,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,750,0,0
0,11,16,3,0,0,12,58,0,30,5,5,0,0,4,56,0,30,3,4,3,0,0,60,760,0,0
0,36,7,9,23,25,0,0,0,41,14,5,40,0,0,0,4,52,4,40,0,0,0,0,770,0,0
0,0,0,3,28,39,30,0,0,0,0,20,80,0,0,0,0,0,16,84,0,0,0,0,780,0,0
0,0,0,18,20,49,13,0,0,0,10,30,60,0,0,0,0,0,40,60,0,0,0,0,790,0,0
0,0,2,6,15,61,16,0,0,1,4,23,62,4,6,0,0,0,18,80,2,0,0,0,800,0,0
0,0,1,6,3,79,11,0,0,0,3,6,90,0,1,0,0,1,6,93,0,0,0,0,810,0,0
0,0,0,0,0,95,5,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,820,0,0
0,0,0,0,0,98,2,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,830,0,0
0,0,0,0,1,99,0,0,0,0,0,2,98,0,0,0,0,0,0,100,0,0,0,0,840,0,0
0,0,0,0,12,88,0,0,0,0,0,15,85,0,0,0,0,0,0,100,0,0,0,0,850,0,0
0,0,0,0,31,69,0,0,0,0,0,42,58,0,0,0,0,0,7,93,0,0,0,0,860,0,0
0,0,0,0,33,67,0,0,0,0,0,49,51,0,0,0,0,0,8,92,0,0,0,0,870,0,0
0,0,0,0,27,73,0,0,0,0,0,47,53,0,0,0,0,0,7,93,0,0,0,0,880,0,0
0,0,0,0,31,69,0,0,0,0,0,52,48,0,0,0,0,0,7,93,0,0,0,0,890,0,0
0,0,0,0,27,73,0,0,0,0,0,60,40,0,0,0,0,0,4,96,0,0,0,0,900,0,0
0,0,0,0,47,53,0,0,0,0,0,50,50,0,0,0,0,0,7,93,0,0,0,0,910,0,0
0,0,0,0,36,64,0,0,0,0,0,66,34,0,0,0,0,0,13,87,0,0,0,0,920,0,0
0,0,1,4,56,39,0,0,0,0,0,82,18,0,0,0,0,0,45,55,0,0,0,0,930,0,0
0,0,7,4,51,38,0,0,0,0,5,84,11,0,0,0,0,1,40,59,0,0,0,0,940,0,0
0,0,3,12,47,38,0,0,0,0,10,81,9,0,0,0,0,10,39,51,0,0,0,0,950,0,0
0,6,4,4,54,32,0,0,0,1,9,88,2,0,0,0,0,11,44,45,0,0,0,0,960,0,0
0,3,17,4,71,5,0,0,0,10,8,82,0,0,0,0,0,10,64,26,0,0,0,0,970,0,0
0,16,29,17,38,0,0,0,0,9,19,69,3,0,0,0,0,21,57,22,0,0,0,0,980,0,0
1,5,22,16,54,2,0,0,0,1,11,82,6,0,0,0,0,6,78,16,0,0,0,0,990,0,0
0,12,34,19,32,3,0,0,0,5,30,52,7,2,3,1,0,15,69,8,6,1,1,0,1000,0,0
1,34,38,13,12,2,0,0,0,16,50,30,4,0,0,0,0,42,46,12,0,0,0,0,1010,0,0
41,49,7,3,0,0,0,0,14,44,32,10,0,0,0,0,18,55,27,0,0,0,0,0,1020,0,0
60,20,13,6,1,0,0,0,36,38,14,11,1,0,0,0,44,30,18,6,2,0,0,0,1030,0,0
86,12,2,0,0,0,0,0,67,32,1,0,0,0,0,0,80,19,1,0,0,0,0,0,1040,0,0
80,14,6,0,0,0,0,0,77,13,5,2,3,0,0,0,82,8,5,3,1,1,0,0,1050,0,0
98,1,0,1,0,0,0,0,93,6,1,0,0,0,0,0,95,4,1,0,0,0,0,0,1060,0,0
98,2,0,0,0,0,0,0,93,7,0,0,0,0,0,0,96,4,0,0,0,0,0,0,1070,0,0
97,3,0,0,0,0,0,0,88,6,6,0,0,0,0,0,87,10,3,0,0,0,0,0,1080,0,0
97,3,0,0,0,0,0,0,87,13,0,0,0,0,0,0,91,9,0,0,0,0,0,0,1090,0,0
91,9,0,0,0,0,0,0,64,33,3,0,0,0,0,0,71,25,2,2,0,0,0,0,1100,0,0
88,8,4,0,0,0,0,0,80,16,2,1,1,0,0,0,84,11,1,3,1,0,0,0,1110,0,0
98,2,0,0,0,0,0,0,92,8,0,0,0,0,0,0,94,6,0,0,0,0,0,0,1120,0,0
100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1130,0,0
100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1140,0,0
100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1150,0,0
100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1160,0,0
100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1170,0,0
96,4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1180,0,0
100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1190,0,0
100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1200,0,0
100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1210,0,0
100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1220,0,0
97,3,0,0,0,0,0,0,96,4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1230,0,0
32,40,12,16,0,0,0,0,0,31,28,12,14,6,5,4,0,13,32,16,17,10,4,8,0,10,0
24,68,6,2,0,0,0,0,0,44,48,5,3,0,0,0,1,20,48,25,4,2,0,0,10,10,0
28,35,18,14,5,0,0,0,9,33,20,11,10,6,5,6,9,33,16,10,6,5,8,13,20,10,0
45,28,22,5,0,0,0,0,5,37,13,6,8,8,9,14,10,33,12,7,6,6,3,23,30,10,0
67,31,2,0,0,0,0,0,27,47,23,3,0,0,0,0,24,52,21,3,0,0,0,0,40,10,0
41,55,4,0,0,0,0,0,10,42,18,11,9,9,1,0,13,35,23,9,8,4,3,5,50,10,0
10,61,15,11,1,1,1,0,0,26,43,14,7,6,4,0,2,32,41,15,3,5,2,0,60,10,0
5,63,21,5,3,2,0,1,0,15,42,21,13,3,4,2,2,16,28,21,24,5,1,3,70,10,0
1,87,10,1,1,0,0,0,1,5,36,34,17,7,0,0,1,8,40,25,13,6,6,1,80,10,0
4,90,6,0,0,0,0,0,0,9,43,20,13,11,4,0,0,22,36,10,15,11,4,2,90,10,0
19,57,11,5,2,2,3,1,9,20,23,27,11,2,6,2,11,21,22,26,12,5,1,2,100,10,0
55,36,9,0,0,0,0,0,34,30,18,8,3,4,3,0,45,18,14,6,7,4,1,5,110,10,0
76,16,7,1,0,0,0,0,40,44,10,5,1,0,0,0,40,36,14,8,2,0,0,0,120,10,0
73,22,5,0,0,0,0,0,15,79,4,2,0,0,0,0,26,70,2,1,1,0,0,0,130,10,0
8,64,15,4,6,2,1,0,0,42,37,8,8,2,3,0,4,32,32,20,5,3,3,1,140,10,0
59,27,10,2,2,0,0,0,6,59,13,15,4,2,1,0,15,52,12,12,6,2,1,0,150,10,0
2,64,25,3,5,1,0,0,2,32,32,20,5,8,1,0,7,19,46,15,11,2,0,0,160,10,0
10,51,32,2,1,2,1,1,0,24,39,20,9,5,1,2,7,31,22,22,8,6,2,2,170,10,0
1,65,28,4,1,1,0,0,0,13,68,11,5,2,1,0,0,18,40,26,10,4,2,0,180,10,0
8,51,24,6,1,4,4,2,0,13,43,18,7,9,3,7,0,18,19,37,11,7,3,5,190,10,0
6,66,23,1,0,2,0,2,0,20,45,16,10,7,2,0,0,17,38,29,10,1,4,1,200,10,0
19,46,25,9,1,0,0,0,0,43,20,18,13,2,2,2,4,36,25,14,9,3,4,5,210,10,0
2,74,9,4,5,2,0,4,0,13,26,24,28,4,3,2,0,12,35,33,11,0,3,6,220,10,0
1,26,28,19,9,8,3,6,0,6,24,21,12,12,17,8,0,6,23,18,14,14,3,22,230,10,0
1,30,51,15,3,0,0,0,0,1,31,30,24,10,4,0,1,4,17,30,22,16,3,7,240,10,0
0,38,31,13,5,4,3,6,0,13,32,21,8,10,4,12,2,17,26,22,10,9,4,10,250,10,0
2,90,8,0,0,0,0,0,21,43,18,12,3,3,0,0,35,37,16,8,2,2,0,0,260,10,0
2,90,6,0,0,0,0,2,47,46,3,1,1,2,0,0,78,13,3,2,3,1,0,0,270,10,0
33,66,1,0,0,0,0,0,99,1,0,0,0,0,0,0,98,2,0,0,0,0,0,0,280,10,0
13,86,1,0,0,0,0,0,95,5,0,0,0,0,0,0,93,5,1,1,0,0,0,0,290,10,0
9,91,0,0,0,0,0,0,86,14,0,0,0,0,0,0,100,0,0,0,0,0,0,0,300,10,0
1,99,0,0,0,0,0,0,47,53,0,0,0,0,0,0,96,4,0,0,0,0,0,0,310,10,0
0,100,0,0,0,0,0,0,70,30,0,0,0,0,0,0,100,0,0,0,0,0,0,0,320,10,0
20,80,0,0,0,0,0,0,100,0,0,0,0,0,0,0,98,2,0,0,0,0,0,0,330,10,0
2,98,0,0,0,0,0,0,86,14,0,0,0,0,0,0,100,0,0,0,0,0,0,0,340,10,0
0,100,0,0,0,0,0,0,81,19,0,0,0,0,0,0,100,0,0,0,0,0,0,0,350,10,0
13,87,0,0,0,0,0,0,90,10,0,0,0,0,0,0,100,0,0,0,0,0,0,0,360,10,0
8,92,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,370,10,0
28,72,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,380,10,0
7,32,20,8,2,4,3,24,21,32,9,6,2,7,8,15,27,29,5,5,5,2,13,14,390,10,0
0,0,0,0,0,0,1,99,0,0,0,0,0,0,0,100,0,0,0,0,0,0,8,92,400,10,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,99,0,0,0,0,0,0,1,99,410,10,0
0,0,0,0,0,1,1,98,0,0,0,0,4,11,4,81,0,0,0,0,0,0,14,86,420,10,0
0,0,0,0,0,0,0,100,0,0,0,0,1,2,2,95,0,0,1,1,2,3,1,92,430,10,0
12,27,9,1,5,7,5,34,7,32,11,7,7,7,7,22,12,46,5,5,7,2,4,19,440,10,0
0,11,7,4,7,8,3,60,0,12,13,4,6,4,7,54,1,18,11,2,3,7,9,49,450,10,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,460,10,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,470,10,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,480,10,0
0,0,0,0,1,0,0,99,0,0,0,0,0,0,2,98,0,0,0,0,0,1,3,96,490,10,0
3,17,5,8,7,3,8,49,4,22,9,8,5,3,8,41,21,17,7,9,4,4,6,32,500,10,0
10,30,18,9,8,9,5,11,19,27,22,8,10,6,7,1,39,24,18,10,4,3,0,2,510,10,0
55,29,6,1,1,2,3,3,66,21,4,3,3,2,1,0,75,18,4,3,0,0,0,0,520,10,0
31,37,4,8,5,3,5,7,37,35,6,4,1,8,2,7,64,13,6,5,0,1,5,6,530,10,0
93,7,0,0,0,0,0,0,91,9,0,0,0,0,0,0,95,5,0,0,0,0,0,0,540,10,0
76,23,1,0,0,0,0,0,78,19,2,1,0,0,0,0,90,10,0,0,0,0,0,0,550,10,0
32,46,11,4,2,2,1,2,26,57,7,3,4,1,1,1,49,41,6,2,0,0,1,1,560,10,0
11,60,11,4,2,3,1,8,6,62,15,3,8,2,1,3,18,66,10,2,1,1,2,0,570,10,0
3,65,15,9,7,0,0,1,0,58,30,9,3,0,0,0,3,80,12,5,0,0,0,0,580,10,0
1,38,16,13,6,3,0,23,0,23,31,12,8,3,3,20,4,40,15,13,8,3,1,16,590,10,0
0,1,0,5,3,1,2,88,0,0,1,7,0,6,11,75,0,2,3,6,10,10,5,64,600,10,0
0,0,1,0,2,0,3,94,0,0,1,2,2,1,2,92,0,1,4,0,2,2,3,88,610,10,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,620,10,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,630,10,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,640,10,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,650,10,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,660,10,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,670,10,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,680,10,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,690,10,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,700,10,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,710,10,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,720,10,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,730,10,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,740,10,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,750,10,0
0,25,5,0,0,2,18,50,0,33,7,0,0,4,6,50,1,36,3,0,0,0,0,60,760,10,0
0,38,8,4,36,14,0,0,0,32,13,5,50,0,0,0,2,35,6,57,0,0,0,0,770,10,0
0,0,0,0,20,55,25,0,0,0,0,20,80,0,0,0,0,0,10,89,1,0,0,0,780,10,0
0,0,0,1,38,43,18,0,0,0,0,39,61,0,0,0,0,0,38,62,0,0,0,0,790,10,0
0,0,0,0,0,77,23,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,800,10,0
0,0,0,0,0,85,15,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,810,10,0
0,0,0,0,0,92,8,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,820,10,0
0,0,0,0,0,97,3,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,830,10,0
0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,840,10,0
0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,850,10,0
0,0,0,0,2,98,0,0,0,0,0,0,100,0,0,0,0,0,1,99,0,0,0,0,860,10,0
0,9,19,4,6,62,0,0,0,18,10,13,59,0,0,0,1,20,15,64,0,0,0,0,870,10,0
7,33,40,2,7,11,0,0,0,53,27,8,12,0,0,0,4,68,17,11,0,0,0,0,880,10,0
1,42,44,3,5,5,0,0,0,53,28,11,8,0,0,0,5,61,30,4,0,0,0,0,890,10,0
4,30,21,31,10,4,0,0,5,31,33,26,5,0,0,0,10,42,19,29,0,0,0,0,900,10,0
0,49,31,13,7,0,0,0,0,42,44,14,0,0,0,0,0,63,37,0,0,0,0,0,910,10,0
0,47,34,18,1,0,0,0,0,58,33,9,0,0,0,0,0,72,28,0,0,0,0,0,920,10,0
0,52,48,0,0,0,0,0,0,58,42,0,0,0,0,0,0,76,24,0,0,0,0,0,930,10,0
0,57,36,7,0,0,0,0,0,62,34,4,0,0,0,0,2,74,24,0,0,0,0,0,940,10,0
0,32,33,15,18,2,0,0,9,35,21,26,9,0,0,0,7,37,47,8,1,0,0,0,950,10,0
24,53,18,5,0,0,0,0,19,55,26,0,0,0,0,0,30,59,11,0,0,0,0,0,960,10,0
14,67,16,3,0,0,0,0,21,62,17,0,0,0,0,0,35,47,18,0,0,0,0,0,970,10,0
11,52,22,15,0,0,0,0,8,55,37,0,0,0,0,0,10,70,20,0,0,0,0,0,980,10,0
1,20,16,23,32,8,0,0,0,15,38,45,2,0,0,0,3,31,57,9,0,0,0,0,990,10,0
3,45,13,9,26,4,0,0,3,47,24,26,0,0,0,0,16,42,41,1,0,0,0,0,1000,10,0
46,31,18,4,1,0,0,0,10,68,17,5,0,0,0,0,22,72,6,0,0,0,0,0,1010,10,0
52,35,10,3,0,0,0,0,23,70,7,0,0,0,0,0,42,53,5,0,0,0,0,0,1020,10,0
72,19,6,2,1,0,0,0,54,35,4,5,2,0,0,0,71,20,3,3,2,1,0,0,1030,10,0
74,24,2,0,0,0,0,0,34,55,10,1,0,0,0,0,36,57,7,0,0,0,0,0,1040,10,0
76,19,4,1,0,0,0,0,41,50,6,1,2,0,0,0,56,40,4,0,0,0,0,0,1050,10,0
98,1,1,0,0,0,0,0,91,9,0,0,0,0,0,0,95,5,0,0,0,0,0,0,1060,10,0
100,0,0,0,0,0,0,0,66,34,0,0,0,0,0,0,84,16,0,0,0,0,0,0,1070,10,0
99,1,0,0,0,0,0,0,73,24,3,0,0,0,0,0,80,20,0,0,0,0,0,0,1080,10,0
69,31,0,0,0,0,0,0,38,49,13,0,0,0,0,0,52,41,7,0,0,0,0,0,1090,10,0
56,40,4,0,0,0,0,0,13,58,29,0,0,0,0,0,15,72,13,0,0,0,0,0,1100,10,0
87,10,3,0,0,0,0,0,57,24,16,2,1,0,0,0,62,25,13,0,0,0,0,0,1110,10,0
99,1,0,0,0,0,0,0,92,8,0,0,0,0,0,0,95,5,0,0,0,0,0,0,1120,10,0
100,0,0,0,0,0,0,0,99,1,0,0,0,0,0,0,94,6,0,0,0,0,0,0,1130,10,0
97,3,0,0,0,0,0,0,95,5,0,0,0,0,0,0,98,2,0,0,0,0,0,0,1140,10,0
100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1150,10,0
100,0,0,0,0,0,0,0,99,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1160,10,0
100,0,0,0,0,0,0,0,99,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1170,10,0
100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1180,10,0
100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1190,10,0
100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1200,10,0
62,35,3,0,0,0,0,0,68,30,2,0,0,0,0,0,80,20,0,0,0,0,0,0,1210,10,0
86,14,0,0,0,0,0,0,92,8,0,0,0,0,0,0,96,4,0,0,0,0,0,0,1220,10,0
91,9,0,0,0,0,0,0,97,3,0,0,0,0,0,0,99,1,0,0,0,0,0,0,1230,10,0
35,48,5,8,1,3,0,0,11,43,24,9,6,4,3,0,7,29,25,21,6,6,3,3,0,20,0
39,55,6,0,0,0,0,0,3,65,21,11,0,0,0,0,7,55,18,16,1,1,2,0,10,20,0
11,29,26,11,11,2,2,8,5,15,12,14,21,11,9,13,2,10,17,18,17,11,11,14,20,20,0
77,19,2,2,0,0,0,0,34,49,11,3,1,2,0,0,17,69,5,6,0,2,1,0,30,20,0
93,7,0,0,0,0,0,0,45,47,8,0,0,0,0,0,50,46,4,0,0,0,0,0,40,20,0
23,65,11,1,0,0,0,0,10,45,34,9,1,1,0,0,13,32,42,9,1,1,2,0,50,20,0
37,41,8,9,4,1,0,0,2,39,34,13,8,0,4,0,4,57,18,10,2,5,2,2,60,20,0
75,23,2,0,0,0,0,0,32,43,18,6,1,0,0,0,26,55,13,6,0,0,0,0,70,20,0
25,54,15,5,1,0,0,0,7,21,32,22,11,3,3,1,9,23,32,17,10,1,3,5,80,20,0
7,41,10,13,8,3,11,7,1,7,12,32,19,6,9,14,1,12,21,31,10,5,8,12,90,20,0
